=== أصناف الشركة المذكورة في قائمة الأسعار (PDF) وليست مسجلة في السيستم ===
إجمالي الأصناف المفقودة: 605 صنف من أصل 838 صنف بالملف.

--------------------------------------------------
1. منتجات BR المفقودة (إجمالي 244 صنف):
--------------------------------------------------
 - [كود: 371040040] Elite 3/420محبس دفن BR 733.50 | السعر: غير محدد
 - [كود: 371060007] مم75 ﻻكور2محبس بلية BR 5593.00 | السعر: غير محدد
 - [كود: 371060008] مم90 ﻻكور2محبس بلية BR 8482.00 | السعر: غير محدد
 - [كود: 371060009] مم110 ﻻكور2محبس بلية BR 12900.00 | السعر: غير محدد
 - [كود: 371060037] بوصة3/4 –مم25مانع ارتداد بﻼكور أنثي BR 715.50 | السعر: غير محدد
 - [كود: 371060038] بوصة3/4 –مم25مانع ارتداد بﻼكور ذكر BR 781.00 | السعر: غير محدد
 - [كود: 371060051] بسوكت1/220محبس واى بيد طارة خضراءBR | السعر: 491.75
 - [كود: 371060052] بسوكت3/425محبس واى بيد طارة خضراء BR 570.00 | السعر: غير محدد
 - [كود: 371060053] بسوكت3/432محبس واى بيد طارة خضراء BR 759.00 | السعر: غير محدد
 - [كود: 371060137] 3/4 –مم25مانع ارتداد أسود بﻼكور أنثي BR 753.50 | السعر: غير محدد
 - [كود: 371060138] 3/4 –مم25مانع ارتداد أسود بﻼكور ذكر BR 819.00 | السعر: غير محدد
 - [كود: 371061113] مم32 ﻻكور2محبس بلية أسودBR | السعر: 857.75
 - [كود: 371061114] مم40 ﻻكور2محبس بلية أسود BR 1419.50 | السعر: غير محدد
 - [كود: 371061115] مم50 ﻻكور2محبس بلية أسود BR 2137.00 | السعر: غير محدد
 - [كود: 371061116] مم63 ﻻكور2محبس بلية أسود BR 3586.50 | السعر: غير محدد
 - [كود: 371073001] 2/1 20ﻻكور تجميع بسن داخلى طويل BR 158.50 | السعر: غير محدد
 - [كود: 371073002] 3/4 25ﻻكور تجميع بسن داخلى طويل BR 212.50 | السعر: غير محدد
 - [كود: 371073003] 1 32ﻻكور تجميع بسن داخلى طويل BR 320.50 | السعر: غير محدد
 - [كود: 371073004] "1.1/4 40 ﻻكور تجميع بسن داخلى طويلBR | السعر: 529.25
 - [كود: 371073012] 3/4 25 ﻻكور تجميع بسن خارجى طويلBR | السعر: 252.25
 - [كود: 371073013] 1 32ﻻكور تجميع بسن خارجى طويل BR 344.00 | السعر: غير محدد
 - [كود: 371073023] 1 32ﻻكور تجميع سن داخلى طويل اسود BR 348.50 | السعر: غير محدد
 - [كود: 371073025] 1.1/2 50ﻻكور تجميع اسود سن داخلى طويلBR | السعر: 1020.25
 - [كود: 371073033] 1 32ﻻكور تجميع سن خارجى طويل اسود BR 378.00 | السعر: غير محدد
 - [كود: 371073035] 1.1/2 50ﻻكور تجميع اسود بسن خارجى طويلBR | السعر: 1081.75

--------------------------------------------------
2. منتجات سمارت أبيض المفقودة (إجمالي 243 صنف):
--------------------------------------------------
 - [كود: 377060006] GRAY FOR15205 م125غراء ضغوط سمارت SG 143.00 | السعر: غير محدد
 - [كود: 377060007] GRAY FOR15204م250غراء ضغوط سمارت SG 222.50 | السعر: غير محدد
 - [كود: 377060008] 917473 - م500غراء ضغوط سمارتSG | السعر: 397.25
 - [كود: 377080006] CLEARFOR PVC 15123- مل125غراء بارد سمارتSG | السعر: 146.75
 - [كود: 377080007] CLEARFOR PVC15122-مل250غراء بارد سمارتSG | السعر: 202.75
 - [كود: 377080008] CLEAR PVC15121 مل500غراء بارد سمارتSG | السعر: 360.25
 - [كود: 377090006] ORANGE PVC15120 مل125غراء حار سمارتSG | السعر: 168.75
 - [كود: 377090007] ORANGE PVC 15119 - مل250غراء حار سمارتSG | السعر: 267.75
 - [كود: 377090008] ORANGE PVC15118 مل500غراء حار سمارت SG 465.00 | السعر: غير محدد
 - [كود: 353099960] باﻻكرة بدون روزيته4/32/1حنفية الغسالة NC 143.50 | السعر: غير محدد
 - [كود: 353099927] باﻻكرة4/3 2/1حنفية الغسالة NC 158.00 | السعر: غير محدد
 - [كود: 371040029] Basicمحبس زاوية سمارت NC 115.00 | السعر: غير محدد
 - [كود: 371099130] سم30وصلة مرنة سمارت هوم NC 58.00 | السعر: غير محدد
 - [كود: 371099131] سم40وصلة مرنة سمارت هومNC | السعر: 63.25
 - [كود: 371099134] سم بسن خﻼط40وصلة مرنة NC 132.00 | السعر: غير محدد
 - [كود: 371099136] سم بسن خﻼط60 وصلة مرنةNC | السعر: 150.75
 - [كود: 371099137] سم80وصلة مرنة سمارت هومNC | السعر: 90.75
 - [كود: 371099138] سم100وصلة مرنة سمارت هومNC | السعر: 99.25
 - [كود: 371040037] مخرج2خﻼط دفن MX 3252.50 | السعر: غير محدد
 - [كود: 371040038] مخرج1خﻼط دفن MX 2877.50 | السعر: غير محدد
 - [كود: 371040051] مخرج شامل القلب والمحول2طقم تطويل خﻼط دفن MX 1376.00 | السعر: غير محدد
 - [كود: 371040058] مخرج شامل القلب1طقم تطويل خﻼط دفنMX | السعر: 688.25
 - [كود: 371040090] S مخرج1خﻼط دفن مربع أسود MX 3292.00 | السعر: غير محدد
 - [كود: 371040091] S مخرج2خﻼط دفن مربع أسود MX 3727.00 | السعر: غير محدد
 - [كود: 371040092] S مخرج1خﻼط دفن دائرى أسود MX 3445.00 | السعر: غير محدد
 - [كود: 371040093] S مخرج2خﻼط دفن دائرى أسودMX | السعر: 3879.75
 - [كود: 371040094] S مخرج1خﻼط دفن دائرى كروم MX 2998.00 | السعر: غير محدد
 - [كود: 371040095] S مخرج2خﻼط دفن دائرى كروم MX 3374.50 | السعر: غير محدد
 - [كود: 371040096] S مخرج أسود2طقم تطويل خﻼط دفنMX | السعر: 1575.25
 - [كود: 371040097] S مخرج أسود1طقم تطويل خﻼط دفن MX 729.00 | السعر: غير محدد
 - [كود: 333020001] S 2.7/ مم60مواسير SM 109.00 | السعر: 109
 - [كود: 333020002] S 3.9/ مم60مواسيرSM | السعر: 131.5
 - [كود: 333020011] S 3/ مم63مواسيرSM | السعر: 108.75
 - [كود: 333030002] S 3/ مم75مواسيرSM | السعر: 145.5
 - [كود: 333030003] S 4/ مم75مواسير SM 171.00 | السعر: 171
 - [كود: 333030004] S 5/ مم75مواسيرSM | السعر: 214.25
 - [كود: 333040004] S 5/مم110مواسيرSM | السعر: 320.25
 - [كود: 333060001] S 1.8/ مم32مواسيرSM | السعر: 35.75
